2021-11-10 10:59:31,244 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-11-10 10:59:31,307 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-11-10 10:59:31,308 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-11-10 10:59:31,309 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-11-10 10:59:31,312 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-11-10 10:59:31,313 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-11-10 10:59:31,314 INFO  SwAddin.cs: 201 - Setting up command manager
2021-11-10 10:59:31,315 INFO  SwAddin.cs: 204 - Adding command manager
2021-11-10 10:59:31,317 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-11-10 10:59:31,319 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-11-10 10:59:31,319 INFO  SwAddin.cs: 210 - Adding event handlers
2021-11-10 10:59:31,339 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-11-10 12:42:12,384 INFO  SwAddin.cs: 294 - Assembly export called for file MAYA.SLDASM
2021-11-10 12:42:14,561 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-10 12:42:16,395 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-10 12:42:16,751 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MAYA.SLDASM
2021-11-10 12:42:16,847 INFO  ExportHelperExtension.cs: 1136 - Found 31 in MAYA.SLDASM
2021-11-10 12:42:16,848 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MAYA.SLDASM
2021-11-10 12:42:16,848 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-10 12:42:16,881 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2021-11-10 12:42:16,882 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MAYA-1
2021-11-10 12:42:16,884 INFO  ExportHelperExtension.cs: 1136 - Found 464 in MAYA-1
2021-11-10 12:42:16,886 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MAYA-1
2021-11-10 12:42:16,886 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_Assembly-1
2021-11-10 12:42:16,887 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Wheel_Assembly-1
2021-11-10 12:42:16,887 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_Assembly-1
2021-11-10 12:42:16,887 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_Assembly-3
2021-11-10 12:42:16,888 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Wheel_Assembly-3
2021-11-10 12:42:16,888 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_Assembly-3
2021-11-10 12:42:16,889 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_Assembly-2
